FAKE_IIN;FLREQUESTDATE;FLQUEUEDATE;FLCATEGORY;FLSUBCATEGORY;FLQUEUENUMBER;N_APPLICATIONS;IN_FL;ADDRESS_REGISTRATION_STATUS;REGION_APPLICANT;REAL_ESTATE_STATUS;DEAD_STATUS;N_CRITERIA_FAILED;STATUS_FAILED;SK_FAMILY_ID;FAMILY_CAT_NEW;CNT_MEM;SDU_LOAD_IN_DT
413055596571;2025-03-24 21:45:40;2023-03-17 21:45:40;Неполные семьи;Семьи с детьми-инвалидами;8059;2;ИИН есть в реестре ФЛ;Нет прописки;Улытауская;Есть недвижимость;Живой;3;Частично соответствует;32444517;A;10;2025-06-08 09:46:53
907564220939;2024-09-09 12:10:58;2020-08-16 12:10:58;Пенсионеры;Лица с инвалидностью;3391;1;ИИН есть в реестре ФЛ;Есть прописка;Шымкент;Есть недвижимость;Умер;0;Соответствует;76846177;B;1;2025-06-08 06:19:31
191341130516;2024-01-07 06:25:52;2020-01-30 06:25:52;Социально-уязвимые;Пенсионеры по возрасту;3440;1;ИИН есть в реестре ФЛ;Есть прописка;Атырауская;Нет недвижимости;Живой;1;Не соответствует;92440349;B;8;2025-05-29 03:04:30
654396229725;2023-10-17 13:07:27;2021-10-25 13:07:27;Многодетные семьи;Семьи с детьми-инвалидами;733;2;ИИН есть в реестре ФЛ;Нет прописки;Улытауская;Нет недвижимости;Умер;1;Не соответствует;26054879;D;3;2025-06-04 23:20:37
643500351322;2023-07-21 22:11:36;2019-09-16 22:11:36;Неполные семьи;Семьи с детьми-инвалидами;9320;1;ИИН есть в реестре ФЛ;Нет прописки;Абайская;Есть недвижимость;Умер;0;Частично соответствует;84783525;C;4;2025-06-14 07:20:32
909855770870;2024-04-20 15:46:23;2022-07-26 15:46:23;Многодетные семьи;Неполная семья;6139;4;ИИН есть в реестре ФЛ;Нет прописки;Кызылординская;Есть недвижимость;Умер;1;Не соответствует;81121986;D;10;2025-05-27 14:49:58
203112655238;2023-08-28 17:48:34;2021-11-17 17:48:34;Госслужащие;Неполная семья;5520;2;ИИН есть в реестре ФЛ;Есть прописка;Астана;Нет недвижимости;Умер;0;Не соответствует;53706848;C;2;2025-06-20 21:11:03
329364787547;2023-07-03 10:35:30;2019-06-27 10:35:30;Социально-уязвимые;Малообеспеченные;5949;2;ИИН есть в реестре ФЛ;Есть прописка;Астана;Есть недвижимость;Живой;1;Соответствует;23902658;B;6;2025-06-11 23:34:23
519707374838;2023-12-27 23:13:26;2020-07-07 23:13:26;Госслужащие;Неполная семья;4383;4;ИИН есть в реестре ФЛ;Нет прописки;ВКО;Нет недвижимости;Живой;2;Не соответствует;60971633;C;5;2025-06-18 12:48:17
479559468016;2025-02-12 05:48:22;2022-02-28 05:48:22;Пенсионеры;Лица с инвалидностью;7332;4;ИИН есть в реестре ФЛ;Нет прописки;Карагандинская;Есть недвижимость;Умер;0;Соответствует;71882397;C;4;2025-06-19 08:57:02
867315554808;2024-11-22 22:37:39;2022-10-15 22:37:39;Госслужащие;Семьи с детьми-инвалидами;3794;2;ИИН есть в реестре ФЛ;Есть прописка;Жетысуская;Есть недвижимость;Живой;1;Частично соответствует;65799811;C;3;2025-06-21 02:04:39
840066952202;2025-02-05 13:38:43;2024-07-10 13:38:43;Многодетные семьи;Семьи с детьми-инвалидами;1866;2;ИИН есть в реестре ФЛ;Есть прописка;Карагандинская;Нет недвижимости;Умер;2;Соответствует;58030167;A;7;2025-05-25 15:26:42
755265481381;2024-08-21 03:14:13;2023-06-23 03:14:13;Госслужащие;Лица с инвалидностью;426;1;ИИН есть в реестре ФЛ;Есть прописка;Павлодарская;Есть недвижимость;Живой;0;Частично соответствует;72943197;C;3;2025-05-30 09:25:49
807044701761;2024-06-04 12:35:28;2023-12-11 12:35:28;Госслужащие;Малообеспеченные;7368;3;ИИН есть в реестре ФЛ;Есть прописка;Улытауская;Нет недвижимости;Умер;1;Соответствует;91271368;B;2;2025-06-08 00:00:27
668904531797;2024-02-02 11:13:26;2021-03-24 11:13:26;Неполные семьи;Пенсионеры по возрасту;3714;5;ИИН есть в реестре ФЛ;Есть прописка;Карагандинская;Нет недвижимости;Умер;2;Соответствует;92038091;A;5;2025-06-21 17:56:06
187887597804;2024-02-26 18:02:19;2021-06-27 18:02:19;Неполные семьи;Неполная семья;853;1;ИИН есть в реестре ФЛ;Есть прописка;Мангистауская;Нет недвижимости;Живой;3;Соответствует;65312320;C;1;2025-06-01 03:43:00
283019612121;2023-07-04 06:23:42;2020-04-20 06:23:42;Госслужащие;Неполная семья;7658;2;ИИН есть в реестре ФЛ;Нет прописки;Атырауская;Есть недвижимость;Живой;2;Не соответствует;70828122;A;6;2025-06-05 15:01:52
376643609910;2024-11-12 20:37:18;2020-12-31 20:37:18;Пенсионеры;Малообеспеченные;1451;3;ИИН есть в реестре ФЛ;Нет прописки;Абайская;Есть недвижимость;Живой;2;Частично соответствует;27122303;C;1;2025-06-20 07:51:58
769142222586;2024-12-11 07:20:17;2023-12-29 07:20:17;Пенсионеры;Семьи с детьми-инвалидами;656;1;ИИН есть в реестре ФЛ;Есть прописка;Жамбылская;Есть недвижимость;Умер;2;Не соответствует;80142046;B;5;2025-06-08 15:54:41
938642240572;2024-04-27 03:58:10;2022-02-20 03:58:10;Пенсионеры;Малообеспеченные;5437;5;ИИН есть в реестре ФЛ;Есть прописка;Алматы;Есть недвижимость;Живой;3;Соответствует;78886920;D;6;2025-06-05 01:23:39
977254973161;2023-10-11 20:14:56;2022-05-20 20:14:56;Социально-уязвимые;Семьи с детьми-инвалидами;4101;4;ИИН есть в реестре ФЛ;Есть прописка;Туркестанская;Есть недвижимость;Умер;2;Не соответствует;60478418;C;2;2025-05-28 04:51:29
411614069779;2024-06-20 23:02:50;2023-01-29 23:02:50;Пенсионеры;Лица с инвалидностью;4039;3;ИИН есть в реестре ФЛ;Есть прописка;Улытауская;Есть недвижимость;Живой;0;Не соответствует;29400353;D;4;2025-06-03 09:01:49
334570003240;2024-10-05 03:24:53;2022-11-03 03:24:53;Многодетные семьи;Малообеспеченные;9035;1;ИИН есть в реестре ФЛ;Нет прописки;Шымкент;Есть недвижимость;Умер;0;Соответствует;33064887;A;9;2025-06-08 11:04:43
910096361023;2024-12-30 07:14:56;2023-11-21 07:14:56;Пенсионеры;Малообеспеченные;5802;1;ИИН есть в реестре ФЛ;Есть прописка;Карагандинская;Нет недвижимости;Живой;1;Соответствует;72394423;D;5;2025-06-16 06:33:00
256982963632;2024-11-04 11:03:36;2022-09-19 11:03:36;Многодетные семьи;Пенсионеры по возрасту;2039;5;ИИН есть в реестре ФЛ;Нет прописки;Кызылординская;Есть недвижимость;Умер;3;Соответствует;56036078;A;4;2025-06-16 22:52:25
742732660988;2024-01-31 00:32:19;2021-01-11 00:32:19;Многодетные семьи;Малообеспеченные;9996;2;ИИН есть в реестре ФЛ;Есть прописка;ВКО;Нет недвижимости;Живой;1;Не соответствует;55635620;A;8;2025-06-10 13:45:52
478561207239;2023-11-15 10:11:48;2022-03-04 10:11:48;Многодетные семьи;Семьи с детьми-инвалидами;4502;3;ИИН есть в реестре ФЛ;Нет прописки;Карагандинская;Есть недвижимость;Живой;1;Не соответствует;37103346;A;7;2025-06-21 04:33:33
495772869458;2024-11-04 18:51:12;2022-04-17 18:51:12;Социально-уязвимые;Семьи с детьми-инвалидами;6035;1;ИИН есть в реестре ФЛ;Есть прописка;СКО;Нет недвижимости;Умер;1;Частично соответствует;17341669;B;3;2025-06-01 02:32:41
675257154164;2024-07-17 09:11:10;2020-12-24 09:11:10;Многодетные семьи;Пенсионеры по возрасту;4653;4;ИИН есть в реестре ФЛ;Нет прописки;Костанайская;Нет недвижимости;Умер;2;Соответствует;65519617;B;8;2025-05-26 22:19:54
754085874397;2025-05-11 06:27:54;2024-08-22 06:27:54;Госслужащие;Лица с инвалидностью;1230;5;ИИН есть в реестре ФЛ;Нет прописки;Алматинская;Есть недвижимость;Живой;2;Соответствует;86419379;A;8;2025-06-07 00:11:39
878732961714;2024-05-29 04:11:53;2022-11-29 04:11:53;Неполные семьи;Пенсионеры по возрасту;4271;2;ИИН есть в реестре ФЛ;Есть прописка;Алматы;Есть недвижимость;Живой;1;Не соответствует;17615981;B;1;2025-06-10 18:38:39
617646587684;2024-06-11 00:59:57;2022-12-04 00:59:57;Социально-уязвимые;Неполная семья;286;3;ИИН есть в реестре ФЛ;Нет прописки;Туркестанская;Есть недвижимость;Живой;1;Не соответствует;18666964;A;4;2025-06-01 01:32:33
352027463738;2024-04-04 10:00:25;2020-08-22 10:00:25;Неполные семьи;Семьи с детьми-инвалидами;1866;5;ИИН есть в реестре ФЛ;Есть прописка;Жетысуская;Нет недвижимости;Живой;0;Не соответствует;21569729;B;4;2025-06-11 20:37:57
777641175826;2025-06-14 20:56:17;2023-12-02 20:56:17;Неполные семьи;Малообеспеченные;3991;2;ИИН есть в реестре ФЛ;Есть прописка;Жетысуская;Нет недвижимости;Живой;2;Соответствует;16368433;D;8;2025-06-11 02:26:37
862998996469;2024-07-13 08:02:41;2024-01-02 08:02:41;Социально-уязвимые;Семьи с детьми-инвалидами;3272;3;ИИН есть в реестре ФЛ;Нет прописки;Туркестанская;Нет недвижимости;Живой;1;Не соответствует;52495087;C;9;2025-05-28 22:04:51
258851444346;2023-08-07 17:19:59;2023-06-06 17:19:59;Социально-уязвимые;Семьи с детьми-инвалидами;9522;3;ИИН есть в реестре ФЛ;Есть прописка;Костанайская;Есть недвижимость;Живой;1;Соответствует;48040692;B;5;2025-06-07 08:40:39
880990072711;2024-09-16 19:22:24;2024-07-26 19:22:24;Многодетные семьи;Семьи с детьми-инвалидами;4803;4;ИИН есть в реестре ФЛ;Нет прописки;Актюбинская;Есть недвижимость;Умер;0;Частично соответствует;36722952;A;2;2025-06-23 09:52:37
487905953615;2023-08-21 01:13:30;2022-12-04 01:13:30;Госслужащие;Пенсионеры по возрасту;8315;2;ИИН есть в реестре ФЛ;Есть прописка;Алматы;Есть недвижимость;Живой;2;Соответствует;28150137;A;3;2025-06-02 15:17:00
903891806427;2025-01-12 16:24:18;2022-04-14 16:24:18;Госслужащие;Пенсионеры по возрасту;2586;3;ИИН есть в реестре ФЛ;Есть прописка;Улытауская;Есть недвижимость;Умер;2;Соответствует;59066788;A;6;2025-05-25 03:03:02
744323898246;2023-08-20 22:03:02;2021-09-07 22:03:02;Госслужащие;Семьи с детьми-инвалидами;3367;4;ИИН есть в реестре ФЛ;Есть прописка;Кызылординская;Есть недвижимость;Умер;2;Частично соответствует;56164272;C;6;2025-06-21 09:09:05
647127569985;2024-08-26 20:07:02;2024-01-29 20:07:02;Неполные семьи;Лица с инвалидностью;4266;1;ИИН есть в реестре ФЛ;Нет прописки;Павлодарская;Нет недвижимости;Живой;0;Частично соответствует;36656566;C;5;2025-05-27 10:48:22
309072340636;2023-09-19 21:08:19;2022-06-24 21:08:19;Госслужащие;Пенсионеры по возрасту;9543;3;ИИН есть в реестре ФЛ;Нет прописки;Жетысуская;Есть недвижимость;Умер;2;Не соответствует;62303924;C;10;2025-06-16 23:53:12
760972220971;2024-12-28 05:06:29;2023-03-14 05:06:29;Неполные семьи;Неполная семья;5960;3;ИИН есть в реестре ФЛ;Есть прописка;Астана;Нет недвижимости;Живой;3;Не соответствует;59770852;A;5;2025-06-19 14:43:41
526907473266;2023-11-19 03:44:53;2021-10-30 03:44:53;Неполные семьи;Малообеспеченные;2088;1;ИИН есть в реестре ФЛ;Нет прописки;Улытауская;Есть недвижимость;Живой;0;Частично соответствует;16409207;A;3;2025-05-26 06:00:12
299780078870;2024-12-02 18:47:28;2023-12-30 18:47:28;Госслужащие;Малообеспеченные;8108;2;ИИН есть в реестре ФЛ;Есть прописка;Шымкент;Есть недвижимость;Умер;3;Соответствует;65996185;D;6;2025-06-17 12:18:09
944199685746;2024-10-21 14:50:27;2024-08-20 14:50:27;Пенсионеры;Малообеспеченные;6879;5;ИИН есть в реестре ФЛ;Нет прописки;Алматинская;Нет недвижимости;Умер;1;Частично соответствует;68025043;A;8;2025-06-23 05:27:19
105591552064;2025-04-08 14:52:21;2022-08-01 14:52:21;Госслужащие;Малообеспеченные;6387;4;ИИН есть в реестре ФЛ;Есть прописка;Жамбылская;Есть недвижимость;Живой;0;Соответствует;65651053;B;10;2025-05-26 01:18:44
313857270940;2024-11-06 20:38:02;2022-03-26 20:38:02;Госслужащие;Семьи с детьми-инвалидами;1704;5;ИИН есть в реестре ФЛ;Нет прописки;Костанайская;Есть недвижимость;Умер;3;Соответствует;65420355;D;8;2025-05-25 10:10:11
664584166416;2024-02-27 22:17:48;2023-10-10 22:17:48;Пенсионеры;Малообеспеченные;9100;3;ИИН есть в реестре ФЛ;Есть прописка;Атырауская;Есть недвижимость;Живой;2;Частично соответствует;22874900;A;3;2025-06-01 12:18:32
746715769423;2024-09-16 15:53:17;2022-03-10 15:53:17;Госслужащие;Семьи с детьми-инвалидами;2621;3;ИИН есть в реестре ФЛ;Есть прописка;Туркестанская;Есть недвижимость;Живой;3;Соответствует;25097964;C;1;2025-06-18 11:18:13
832609241105;2024-06-08 07:54:28;2021-04-26 07:54:28;Госслужащие;Пенсионеры по возрасту;8265;1;ИИН есть в реестре ФЛ;Нет прописки;Жамбылская;Есть недвижимость;Живой;0;Не соответствует;41337015;D;10;2025-06-19 13:31:06
210903963085;2023-08-04 11:52:41;2023-05-07 11:52:41;Госслужащие;Лица с инвалидностью;9246;4;ИИН есть в реестре ФЛ;Есть прописка;Атырауская;Есть недвижимость;Умер;1;Частично соответствует;52131467;B;7;2025-06-04 23:02:49
375995553682;2025-03-12 19:49:05;2024-02-03 19:49:05;Многодетные семьи;Неполная семья;7367;5;ИИН есть в реестре ФЛ;Есть прописка;Улытауская;Есть недвижимость;Умер;0;Соответствует;27931881;B;4;2025-06-21 01:24:22
971810350951;2024-07-16 04:18:49;2022-09-16 04:18:49;Госслужащие;Неполная семья;6600;4;ИИН есть в реестре ФЛ;Нет прописки;СКО;Нет недвижимости;Живой;3;Не соответствует;26021589;D;6;2025-06-11 09:40:03
684506045488;2024-08-27 22:47:31;2023-07-18 22:47:31;Неполные семьи;Малообеспеченные;9349;4;ИИН есть в реестре ФЛ;Нет прописки;Карагандинская;Нет недвижимости;Умер;3;Не соответствует;17995638;A;3;2025-06-11 17:43:16
468168298229;2024-08-16 03:53:31;2023-05-20 03:53:31;Неполные семьи;Семьи с детьми-инвалидами;2210;1;ИИН есть в реестре ФЛ;Есть прописка;Абайская;Нет недвижимости;Живой;0;Соответствует;38945301;A;10;2025-06-14 06:01:04
218384298615;2025-01-10 21:54:35;2021-04-27 21:54:35;Неполные семьи;Лица с инвалидностью;5558;3;ИИН есть в реестре ФЛ;Нет прописки;Шымкент;Нет недвижимости;Умер;1;Не соответствует;85117702;A;4;2025-05-25 10:14:03
830464464354;2025-03-03 08:55:34;2022-09-20 08:55:34;Многодетные семьи;Семьи с детьми-инвалидами;239;2;ИИН есть в реестре ФЛ;Есть прописка;Алматинская;Нет недвижимости;Живой;1;Соответствует;67917109;B;3;2025-05-29 05:01:53
680250153604;2024-09-24 14:09:35;2020-10-26 14:09:35;Госслужащие;Малообеспеченные;1223;4;ИИН есть в реестре ФЛ;Нет прописки;Актюбинская;Есть недвижимость;Умер;1;Соответствует;92878845;D;2;2025-06-01 01:32:33
289407393144;2025-01-09 15:37:40;2024-11-09 15:37:40;Госслужащие;Пенсионеры по возрасту;4212;4;ИИН есть в реестре ФЛ;Нет прописки;Шымкент;Есть недвижимость;Умер;0;Соответствует;17985417;B;5;2025-05-25 03:55:12
782630823461;2023-06-24 14:47:27;2020-12-05 14:47:27;Пенсионеры;Семьи с детьми-инвалидами;5738;4;ИИН есть в реестре ФЛ;Есть прописка;Актюбинская;Есть недвижимость;Умер;3;Частично соответствует;82753778;A;8;2025-06-12 17:24:17
895281649260;2024-02-11 17:48:45;2023-02-21 17:48:45;Пенсионеры;Семьи с детьми-инвалидами;9500;4;ИИН есть в реестре ФЛ;Есть прописка;Астана;Есть недвижимость;Умер;0;Соответствует;85054756;B;10;2025-06-14 09:36:25
882658381851;2024-02-08 04:29:47;2021-02-17 04:29:47;Многодетные семьи;Малообеспеченные;4038;2;ИИН есть в реестре ФЛ;Есть прописка;Жамбылская;Нет недвижимости;Живой;0;Не соответствует;90607886;A;4;2025-06-16 23:39:07
439971754220;2025-01-04 13:49:22;2022-06-05 13:49:22;Социально-уязвимые;Лица с инвалидностью;2866;2;ИИН есть в реестре ФЛ;Есть прописка;ЗКО;Есть недвижимость;Живой;3;Не соответствует;21811372;B;2;2025-05-27 22:07:55
711090760340;2025-03-16 07:36:55;2023-12-21 07:36:55;Многодетные семьи;Пенсионеры по возрасту;1181;5;ИИН есть в реестре ФЛ;Нет прописки;ЗКО;Есть недвижимость;Умер;3;Частично соответствует;77226425;D;6;2025-06-19 10:06:38
738082098142;2024-12-23 11:42:22;2022-03-06 11:42:22;Госслужащие;Неполная семья;1006;5;ИИН есть в реестре ФЛ;Есть прописка;Абайская;Есть недвижимость;Умер;1;Соответствует;83316486;B;4;2025-06-09 16:54:31
374662719755;2025-05-05 08:56:51;2022-08-10 08:56:51;Пенсионеры;Семьи с детьми-инвалидами;8997;1;ИИН есть в реестре ФЛ;Нет прописки;Атырауская;Нет недвижимости;Умер;1;Частично соответствует;25170687;A;2;2025-06-01 11:50:46
328850272401;2024-08-02 21:11:20;2023-11-26 21:11:20;Социально-уязвимые;Семьи с детьми-инвалидами;3763;5;ИИН есть в реестре ФЛ;Есть прописка;Астана;Есть недвижимость;Умер;0;Частично соответствует;44770557;A;8;2025-06-12 15:54:00
809662002617;2023-07-08 13:39:27;2021-09-01 13:39:27;Пенсионеры;Пенсионеры по возрасту;1087;4;ИИН есть в реестре ФЛ;Есть прописка;Карагандинская;Нет недвижимости;Живой;1;Не соответствует;38525574;D;10;2025-06-23 15:47:39
400116783048;2024-10-26 09:43:57;2023-02-24 09:43:57;Неполные семьи;Малообеспеченные;4224;2;ИИН есть в реестре ФЛ;Нет прописки;Карагандинская;Нет недвижимости;Живой;3;Не соответствует;91037396;B;10;2025-06-16 09:38:15
978439415612;2025-01-27 11:11:28;2023-12-20 11:11:28;Социально-уязвимые;Семьи с детьми-инвалидами;8697;3;ИИН есть в реестре ФЛ;Нет прописки;Астана;Есть недвижимость;Умер;3;Соответствует;57383765;A;2;2025-06-03 23:50:51
705961854008;2025-01-17 14:53:08;2023-03-08 14:53:08;Многодетные семьи;Неполная семья;1712;1;ИИН есть в реестре ФЛ;Нет прописки;ВКО;Нет недвижимости;Умер;1;Не соответствует;99890891;A;5;2025-06-07 07:55:24
989235883220;2023-12-06 11:37:31;2022-01-31 11:37:31;Пенсионеры;Пенсионеры по возрасту;6429;3;ИИН есть в реестре ФЛ;Нет прописки;ВКО;Есть недвижимость;Живой;0;Частично соответствует;84787458;C;1;2025-06-21 08:35:48
669289675139;2025-02-02 14:54:21;2024-03-12 14:54:21;Социально-уязвимые;Неполная семья;1047;3;ИИН есть в реестре ФЛ;Нет прописки;Атырауская;Нет недвижимости;Живой;2;Не соответствует;96218984;A;1;2025-06-06 08:16:35
139386606852;2024-09-08 21:30:36;2023-08-17 21:30:36;Госслужащие;Неполная семья;5884;1;ИИН есть в реестре ФЛ;Есть прописка;Шымкент;Есть недвижимость;Умер;0;Соответствует;34799571;A;10;2025-06-15 00:13:07
807763113041;2024-03-01 18:36:41;2020-03-07 18:36:41;Многодетные семьи;Лица с инвалидностью;7440;2;ИИН есть в реестре ФЛ;Есть прописка;Алматы;Нет недвижимости;Живой;1;Частично соответствует;53449421;D;4;2025-05-31 09:58:12
329524337013;2024-11-30 00:29:19;2024-09-27 00:29:19;Социально-уязвимые;Неполная семья;5744;2;ИИН есть в реестре ФЛ;Есть прописка;Астана;Нет недвижимости;Живой;0;Не соответствует;27198423;A;6;2025-06-14 23:40:43
757725813188;2024-04-20 14:10:56;2020-09-03 14:10:56;Социально-уязвимые;Лица с инвалидностью;3360;1;ИИН есть в реестре ФЛ;Нет прописки;ЗКО;Есть недвижимость;Живой;3;Частично соответствует;83260612;B;8;2025-06-06 21:34:19
868264643295;2025-02-19 17:04:17;2023-04-14 17:04:17;Многодетные семьи;Неполная семья;1249;5;ИИН есть в реестре ФЛ;Есть прописка;Туркестанская;Есть недвижимость;Умер;0;Не соответствует;91288449;D;5;2025-06-12 04:45:36
845613647866;2024-02-21 05:30:58;2022-01-02 05:30:58;Многодетные семьи;Семьи с детьми-инвалидами;2108;5;ИИН есть в реестре ФЛ;Есть прописка;Атырауская;Есть недвижимость;Живой;2;Соответствует;82671041;B;9;2025-06-21 13:44:22
695666330186;2025-05-30 09:41:29;2023-07-31 09:41:29;Госслужащие;Малообеспеченные;8710;1;ИИН есть в реестре ФЛ;Есть прописка;Актюбинская;Есть недвижимость;Умер;0;Соответствует;52847222;A;4;2025-06-01 15:31:24
571515640237;2024-05-31 09:47:55;2023-07-10 09:47:55;Неполные семьи;Пенсионеры по возрасту;6327;4;ИИН есть в реестре ФЛ;Есть прописка;Абайская;Нет недвижимости;Умер;0;Не соответствует;68119820;C;3;2025-06-22 06:43:35
867584557556;2024-12-04 18:34:23;2023-07-20 18:34:23;Неполные семьи;Пенсионеры по возрасту;8374;5;ИИН есть в реестре ФЛ;Есть прописка;ВКО;Есть недвижимость;Живой;0;Не соответствует;48314718;B;7;2025-06-18 01:06:36
119350046555;2024-10-05 23:21:51;2020-10-19 23:21:51;Пенсионеры;Малообеспеченные;4643;5;ИИН есть в реестре ФЛ;Есть прописка;Алматы;Нет недвижимости;Живой;0;Частично соответствует;29269729;C;7;2025-05-30 13:51:43
934911755488;2023-08-19 23:21:31;2022-05-30 23:21:31;Многодетные семьи;Пенсионеры по возрасту;8550;4;ИИН есть в реестре ФЛ;Нет прописки;Алматы;Нет недвижимости;Умер;3;Частично соответствует;93795809;B;6;2025-06-17 10:52:52
548327329021;2024-11-04 22:28:36;2023-10-22 22:28:36;Госслужащие;Неполная семья;7132;1;ИИН есть в реестре ФЛ;Есть прописка;Костанайская;Нет недвижимости;Живой;0;Соответствует;88442361;D;2;2025-06-02 06:21:59
459379523116;2023-07-15 15:15:46;2022-06-29 15:15:46;Многодетные семьи;Семьи с детьми-инвалидами;7245;1;ИИН есть в реестре ФЛ;Есть прописка;Актюбинская;Есть недвижимость;Живой;3;Частично соответствует;79954833;D;4;2025-06-24 00:06:28
331426518568;2025-01-14 21:47:29;2024-05-15 21:47:29;Неполные семьи;Пенсионеры по возрасту;8564;5;ИИН есть в реестре ФЛ;Есть прописка;Атырауская;Есть недвижимость;Живой;0;Частично соответствует;97972720;C;7;2025-05-31 11:35:45
698030556016;2025-01-26 18:11:47;2024-01-29 18:11:47;Социально-уязвимые;Малообеспеченные;9225;5;ИИН есть в реестре ФЛ;Нет прописки;Костанайская;Есть недвижимость;Умер;1;Не соответствует;41889507;A;7;2025-05-30 14:25:18
863434933971;2024-09-23 11:13:52;2020-11-16 11:13:52;Социально-уязвимые;Малообеспеченные;4705;3;ИИН есть в реестре ФЛ;Есть прописка;СКО;Нет недвижимости;Умер;1;Частично соответствует;14532940;C;7;2025-05-29 05:16:11
594974879557;2023-06-27 03:56:18;2022-02-07 03:56:18;Многодетные семьи;Неполная семья;1109;4;ИИН есть в реестре ФЛ;Есть прописка;Абайская;Нет недвижимости;Умер;0;Соответствует;78273922;C;10;2025-06-17 09:19:11
864169514215;2024-01-03 00:16:39;2020-10-27 00:16:39;Социально-уязвимые;Семьи с детьми-инвалидами;7167;3;ИИН есть в реестре ФЛ;Есть прописка;Карагандинская;Есть недвижимость;Умер;2;Соответствует;26471977;D;2;2025-06-12 21:53:31
442323326081;2024-07-16 23:05:14;2023-01-21 23:05:14;Социально-уязвимые;Пенсионеры по возрасту;4814;2;ИИН есть в реестре ФЛ;Есть прописка;Алматы;Нет недвижимости;Умер;2;Не соответствует;81536374;A;8;2025-05-30 04:03:21
632103001018;2025-02-10 02:37:36;2022-05-13 02:37:36;Социально-уязвимые;Лица с инвалидностью;794;4;ИИН есть в реестре ФЛ;Есть прописка;Шымкент;Нет недвижимости;Живой;1;Частично соответствует;43357470;C;3;2025-06-20 10:22:17
385273626908;2025-01-04 20:21:38;2024-04-17 20:21:38;Неполные семьи;Лица с инвалидностью;4374;3;ИИН есть в реестре ФЛ;Нет прописки;Астана;Есть недвижимость;Умер;1;Частично соответствует;56590340;C;10;2025-06-23 12:23:33
743798617306;2023-09-17 01:47:46;2020-01-08 01:47:46;Неполные семьи;Лица с инвалидностью;1585;4;ИИН есть в реестре ФЛ;Нет прописки;Костанайская;Есть недвижимость;Живой;0;Частично соответствует;79339547;D;2;2025-06-06 13:06:00
208872151421;2024-05-03 09:32:32;2023-06-23 09:32:32;Госслужащие;Пенсионеры по возрасту;5975;3;ИИН есть в реестре ФЛ;Нет прописки;Улытауская;Есть недвижимость;Умер;2;Частично соответствует;83982488;C;6;2025-06-01 17:25:04
846557689386;2024-07-24 23:47:39;2023-01-06 23:47:39;Социально-уязвимые;Малообеспеченные;5306;2;ИИН есть в реестре ФЛ;Есть прописка;ВКО;Нет недвижимости;Умер;3;Не соответствует;57869075;B;9;2025-06-19 01:32:00
925239715476;2023-10-01 00:09:57;2022-02-03 00:09:57;Социально-уязвимые;Лица с инвалидностью;1410;5;ИИН есть в реестре ФЛ;Есть прописка;Карагандинская;Есть недвижимость;Живой;1;Соответствует;13389570;B;3;2025-06-02 20:17:55
253302827840;2024-05-14 12:49:15;2022-01-21 12:49:15;Социально-уязвимые;Семьи с детьми-инвалидами;1320;1;ИИН есть в реестре ФЛ;Есть прописка;Жетысуская;Нет недвижимости;Умер;1;Не соответствует;60556089;D;7;2025-06-07 02:33:20
415316559533;2024-06-15 11:52:10;2021-02-13 11:52:10;Неполные семьи;Семьи с детьми-инвалидами;3756;4;ИИН есть в реестре ФЛ;Нет прописки;СКО;Есть недвижимость;Живой;3;Частично соответствует;11874995;B;4;2025-06-23 03:29:25
106627475915;2024-10-06 19:30:53;2021-02-07 19:30:53;Пенсионеры;Пенсионеры по возрасту;8703;3;ИИН есть в реестре ФЛ;Нет прописки;Актюбинская;Нет недвижимости;Умер;2;Частично соответствует;56773577;C;4;2025-06-07 11:51:09
625498753018;2025-01-26 23:24:37;2021-04-12 23:24:37;Неполные семьи;Семьи с детьми-инвалидами;9070;1;ИИН есть в реестре ФЛ;Есть прописка;Костанайская;Есть недвижимость;Живой;2;Соответствует;52607443;A;7;2025-06-16 01:40:48
789982819544;2024-06-06 11:20:45;2022-08-16 11:20:45;Многодетные семьи;Неполная семья;8481;1;ИИН есть в реестре ФЛ;Есть прописка;Актюбинская;Есть недвижимость;Умер;2;Соответствует;86114628;C;2;2025-06-05 01:47:21
699705097236;2023-09-18 21:15:43;2019-10-23 21:15:43;Социально-уязвимые;Семьи с детьми-инвалидами;9110;3;ИИН есть в реестре ФЛ;Нет прописки;Кызылординская;Нет недвижимости;Умер;3;Не соответствует;71844495;C;2;2025-06-19 17:47:41
873321981258;2024-01-28 08:03:47;2020-01-24 08:03:47;Неполные семьи;Пенсионеры по возрасту;317;1;ИИН есть в реестре ФЛ;Есть прописка;Алматы;Есть недвижимость;Живой;0;Не соответствует;63636261;D;2;2025-05-25 15:28:09
811286590443;2025-05-09 09:11:49;2023-06-29 09:11:49;Пенсионеры;Малообеспеченные;2943;1;ИИН есть в реестре ФЛ;Нет прописки;Костанайская;Нет недвижимости;Умер;3;Не соответствует;41139163;C;4;2025-06-06 10:14:58
249499255770;2023-12-08 14:08:29;2023-03-30 14:08:29;Госслужащие;Малообеспеченные;3966;2;ИИН есть в реестре ФЛ;Есть прописка;Костанайская;Нет недвижимости;Умер;1;Соответствует;95989951;A;5;2025-05-30 11:53:03
