fake_iin_bin;appeal_id;reg_number;current_working_state;status_overdue;applicant_type;person_age;citizenship;gender;issue;appeal_type;region;start_dt;deadline;finish_dt;appeal_decision;month_name;mark
135121130120;65111758472972;ЖТ-5910-0443643;Завершено;Завершено;Физическое лицо;35;УЗБЕКИСТАН;Женский;Социальное обеспечение;Предложение;Шымкент;2025-05-11 12:52:54;2025-06-08 12:52:54;2025-06-09 12:52:54;Предоставить ответ;Февраль;
376123882956;89297028292761;ЖТ-6914-2200722;В работе;На рассмотрении;Юридическое лицо;44;КАЗАХСТАН;Женский;Здравоохранение;Запрос;Карагандинская;2024-04-06 03:33:58;2024-04-23 03:33:58;2024-04-26 03:33:58;Рассмотрено;Май;Удовлетворительно
589444339050;43631742381476;ЖТ-5278-0878571;Отказано;В работе;Физическое лицо;70;КАЗАХСТАН;Мужской;Социальное обеспечение;Жалоба;СКО;2025-04-26 12:21:42;2025-05-20 12:21:42;2025-05-29 12:21:42;Отказ;Октябрь;Плохо
340157398993;86056089856200;ЖТ-5300-0900632;Отказано;На рассмотрении;Юридическое лицо;76;РОССИЯ;Мужской;Здравоохранение;Заявление;Мангистауская;2023-08-04 18:25:01;2023-08-21 18:25:01;2023-08-23 18:25:01;Принять благоприятный акт;Март;Удовлетворительно
810491222207;76971241823643;ЖТ-7546-5861728;Отказано;На рассмотрении;Юридическое лицо;79;РОССИЯ;Женский;Земельные отношения;Жалоба;Алматы;2024-02-29 11:40:05;2024-03-25 11:40:05;2024-03-18 11:40:05;Предоставить ответ;Февраль;Хорошо
610946175885;13915525070985;ЖТ-3446-3324656;Завершено;В работе;Юридическое лицо;69;РОССИЯ;Мужской;Жилищный вопрос;Запрос;СКО;2024-10-17 06:59:23;2024-11-03 06:59:23;2024-10-21 06:59:23;Рассмотрено;Апрель;
411506942543;19155887692305;ЖТ-5463-5175735;В работе;На рассмотрении;Физическое лицо;37;УЗБЕКИСТАН;Мужской;Социальное обеспечение;Запрос;Астана;2025-03-10 15:13:44;2025-04-01 15:13:44;2025-03-19 15:13:44;Отказ;Июнь;Хорошо
176262717284;61571882829037;ЖТ-1769-6595965;На рассмотрении;Отказано;Физическое лицо;81;РОССИЯ;Женский;Земельные отношения;Предложение;Карагандинская;2025-06-04 05:51:58;2025-06-28 05:51:58;2025-06-20 05:51:58;Принять благоприятный акт;Август;Плохо
143003819840;42181882173157;ЖТ-3752-2964842;На рассмотрении;На рассмотрении;Юридическое лицо;24;УЗБЕКИСТАН;Женский;Жилищный вопрос;Запрос;Жетысуская;2025-01-20 23:36:11;2025-02-13 23:36:11;2025-01-28 23:36:11;Рассмотрено;Июнь;Плохо
274220854343;27999723902190;ЖТ-5145-5795372;Отказано;Завершено;Юридическое лицо;31;УЗБЕКИСТАН;Мужской;Здравоохранение;Жалоба;ЗКО;2023-08-28 01:37:42;2023-09-07 01:37:42;2023-10-07 01:37:42;Предоставить ответ;Март;Хорошо
552674515640;48422971020742;ЖТ-1426-4302970;Завершено;В работе;Физическое лицо;55;РОССИЯ;Женский;Земельные отношения;Предложение;Актюбинская;2023-12-09 11:40:47;2023-12-25 11:40:47;2024-01-02 11:40:47;Предоставить ответ;Ноябрь;Плохо
968531203882;31850588951483;ЖТ-2982-1093524;Отказано;На рассмотрении;Физическое лицо;36;КАЗАХСТАН;Мужской;Социальное обеспечение;Заявление;Алматинская;2024-07-26 18:51:39;2024-08-05 18:51:39;2024-08-06 18:51:39;Отказ;Май;
309041097371;31507504477230;ЖТ-2950-1496284;В работе;Отказано;Физическое лицо;69;УЗБЕКИСТАН;Женский;Предпринимательство;Запрос;Костанайская;2025-04-06 12:45:44;2025-04-16 12:45:44;2025-04-29 12:45:44;Отказ;Апрель;Плохо
575904971553;93269398351067;ЖТ-5390-8783476;Отказано;На рассмотрении;Физическое лицо;32;РОССИЯ;Женский;Предпринимательство;Жалоба;Туркестанская;2023-07-13 06:25:42;2023-08-09 06:25:42;2023-07-30 06:25:42;Предоставить ответ;Ноябрь;Хорошо
128448584805;71688516445014;ЖТ-8244-6666948;Отказано;На рассмотрении;Юридическое лицо;42;РОССИЯ;Женский;Социальное обеспечение;Предложение;Улытауская;2024-05-24 01:49:58;2024-06-16 01:49:58;2024-06-01 01:49:58;Предоставить ответ;Ноябрь;Плохо
855610524997;10686419873577;ЖТ-9438-6825085;На рассмотрении;На рассмотрении;Юридическое лицо;75;РОССИЯ;Женский;Земельные отношения;Предложение;Мангистауская;2023-12-03 17:41:10;2023-12-10 17:41:10;2024-01-12 17:41:10;Принять благоприятный акт;Июнь;Удовлетворительно
465848610801;99119657120905;ЖТ-6297-2669232;Завершено;Отказано;Юридическое лицо;54;РОССИЯ;Мужской;Земельные отношения;Жалоба;Туркестанская;2024-02-24 13:55:21;2024-03-20 13:55:21;2024-03-06 13:55:21;Отказ;Июль;Удовлетворительно
996507458422;78655734437490;ЖТ-3468-9270472;Завершено;Завершено;Физическое лицо;42;РОССИЯ;Мужской;Предпринимательство;Заявление;Костанайская;2024-02-18 17:44:35;2024-03-01 17:44:35;2024-03-11 17:44:35;Принять благоприятный акт;Январь;
850210416023;45649263486564;ЖТ-4666-1051496;В работе;На рассмотрении;Физическое лицо;52;УЗБЕКИСТАН;Мужской;Земельные отношения;Жалоба;Карагандинская;2023-11-12 03:44:02;2023-11-25 03:44:02;2023-11-23 03:44:02;Рассмотрено;Декабрь;Хорошо
535995882396;80670116906234;ЖТ-8688-7924494;На рассмотрении;На рассмотрении;Физическое лицо;66;УЗБЕКИСТАН;Мужской;Предпринимательство;Заявление;ВКО;2023-08-27 02:06:31;2023-09-05 02:06:31;2023-09-09 02:06:31;Принять благоприятный акт;Июнь;Удовлетворительно
369525997770;97638417165945;ЖТ-5186-9561344;На рассмотрении;На рассмотрении;Юридическое лицо;66;УЗБЕКИСТАН;Мужской;Здравоохранение;Жалоба;Шымкент;2025-04-04 08:11:58;2025-05-02 08:11:58;2025-04-12 08:11:58;Рассмотрено;Октябрь;Хорошо
351428383407;86622652486152;ЖТ-3801-6934769;Завершено;Отказано;Юридическое лицо;31;УЗБЕКИСТАН;Женский;Предпринимательство;Запрос;Туркестанская;2023-07-28 22:52:44;2023-08-25 22:52:44;2023-08-25 22:52:44;Отказ;Сентябрь;
809250369336;38638491595728;ЖТ-7793-9801220;В работе;Отказано;Юридическое лицо;28;РОССИЯ;Мужской;Земельные отношения;Запрос;Абайская;2023-08-13 08:12:58;2023-08-26 08:12:58;2023-08-24 08:12:58;Принять благоприятный акт;Август;Плохо
204002896301;35384833245342;ЖТ-0023-9152313;Завершено;На рассмотрении;Юридическое лицо;68;УЗБЕКИСТАН;Женский;Здравоохранение;Запрос;Алматинская;2023-08-19 16:04:18;2023-09-12 16:04:18;2023-09-28 16:04:18;Отказ;Декабрь;Хорошо
537339211605;40518687840121;ЖТ-1409-8212702;Отказано;Отказано;Юридическое лицо;51;УЗБЕКИСТАН;Женский;Жилищный вопрос;Запрос;ВКО;2023-12-18 15:03:51;2024-01-15 15:03:51;2023-12-22 15:03:51;Рассмотрено;Июль;
755194100507;70017508520233;ЖТ-7201-2959031;Отказано;Отказано;Физическое лицо;18;РОССИЯ;Женский;Социальное обеспечение;Запрос;Шымкент;2023-12-20 02:50:05;2024-01-17 02:50:05;2024-01-25 02:50:05;Предоставить ответ;Март;
634536595046;55065526767694;ЖТ-6900-0191765;В работе;На рассмотрении;Физическое лицо;24;КАЗАХСТАН;Мужской;Земельные отношения;Предложение;Астана;2024-10-20 22:56:16;2024-11-13 22:56:16;2024-10-29 22:56:16;Предоставить ответ;Июнь;Удовлетворительно
335723158859;84531894234789;ЖТ-3438-7151547;Завершено;В работе;Физическое лицо;43;КАЗАХСТАН;Женский;Предпринимательство;Заявление;Атырауская;2025-03-01 07:15:21;2025-03-23 07:15:21;2025-03-13 07:15:21;Принять благоприятный акт;Июль;
227211805112;75468674257639;ЖТ-0870-2728204;На рассмотрении;Завершено;Юридическое лицо;78;УЗБЕКИСТАН;Мужской;Здравоохранение;Предложение;Карагандинская;2024-02-01 23:24:15;2024-03-02 23:24:15;2024-02-12 23:24:15;Рассмотрено;Ноябрь;Плохо
360374852818;11359441650872;ЖТ-8349-1232160;В работе;В работе;Физическое лицо;25;РОССИЯ;Женский;Социальное обеспечение;Предложение;Алматы;2023-08-02 11:12:09;2023-08-23 11:12:09;2023-09-09 11:12:09;Отказ;Сентябрь;Удовлетворительно
760828482891;35044876410875;ЖТ-4183-2527625;Отказано;Завершено;Юридическое лицо;37;УЗБЕКИСТАН;Мужской;Социальное обеспечение;Заявление;Атырауская;2023-07-12 20:26:05;2023-07-28 20:26:05;2023-08-08 20:26:05;Предоставить ответ;Октябрь;Плохо
146681764417;33084951239434;ЖТ-1311-6795428;На рассмотрении;Отказано;Юридическое лицо;28;УЗБЕКИСТАН;Женский;Социальное обеспечение;Запрос;Абайская;2023-10-10 08:53:33;2023-10-27 08:53:33;2023-11-07 08:53:33;Предоставить ответ;Февраль;Хорошо
339423435972;79537179581709;ЖТ-0116-7811678;В работе;На рассмотрении;Физическое лицо;47;КАЗАХСТАН;Мужской;Земельные отношения;Жалоба;Туркестанская;2025-05-21 21:03:13;2025-06-05 21:03:13;2025-06-15 21:03:13;Отказ;Сентябрь;Хорошо
106862510584;55016323254987;ЖТ-1538-6426730;На рассмотрении;Завершено;Физическое лицо;63;УЗБЕКИСТАН;Женский;Земельные отношения;Жалоба;Жетысуская;2024-04-20 03:05:37;2024-05-04 03:05:37;2024-05-21 03:05:37;Рассмотрено;Октябрь;
774485082406;52063077344995;ЖТ-1753-0405319;Отказано;Отказано;Физическое лицо;42;РОССИЯ;Мужской;Жилищный вопрос;Запрос;Улытауская;2023-10-27 05:27:40;2023-11-17 05:27:40;2023-12-05 05:27:40;Рассмотрено;Июль;Хорошо
184951473819;13866942527075;ЖТ-7550-8485284;Отказано;На рассмотрении;Юридическое лицо;33;УЗБЕКИСТАН;Мужской;Земельные отношения;Запрос;Жамбылская;2024-07-09 19:49:29;2024-07-18 19:49:29;2024-07-14 19:49:29;Предоставить ответ;Июнь;
591728178464;42745098175650;ЖТ-7846-7970083;Отказано;Завершено;Физическое лицо;73;КАЗАХСТАН;Женский;Здравоохранение;Предложение;Жетысуская;2024-04-21 04:05:32;2024-05-16 04:05:32;2024-05-06 04:05:32;Отказ;Июнь;
596714735577;48364334536008;ЖТ-4058-3550172;Завершено;На рассмотрении;Юридическое лицо;27;КАЗАХСТАН;Женский;Предпринимательство;Запрос;Атырауская;2025-06-21 06:43:23;2025-07-07 06:43:23;2025-07-13 06:43:23;Отказ;Июнь;Хорошо
806326967293;44112531607721;ЖТ-2829-0183205;Завершено;В работе;Юридическое лицо;18;КАЗАХСТАН;Женский;Земельные отношения;Запрос;Костанайская;2024-05-12 08:36:12;2024-06-04 08:36:12;2024-06-19 08:36:12;Рассмотрено;Май;Плохо
275025958136;45975476191948;ЖТ-0636-8019905;В работе;Завершено;Юридическое лицо;22;УЗБЕКИСТАН;Мужской;Социальное обеспечение;Предложение;Карагандинская;2023-09-11 10:22:27;2023-10-03 10:22:27;2023-09-27 10:22:27;Рассмотрено;Июль;Удовлетворительно
144250398928;54304310926897;ЖТ-1174-7117064;На рассмотрении;Завершено;Юридическое лицо;79;КАЗАХСТАН;Мужской;Предпринимательство;Заявление;Павлодарская;2023-07-16 02:40:44;2023-08-07 02:40:44;2023-08-01 02:40:44;Рассмотрено;Январь;Плохо
993091893260;71915637826240;ЖТ-9688-6312407;Отказано;На рассмотрении;Физическое лицо;74;УЗБЕКИСТАН;Женский;Здравоохранение;Заявление;Актюбинская;2024-07-23 14:31:35;2024-08-15 14:31:35;2024-08-21 14:31:35;Предоставить ответ;Январь;Плохо
128364672559;99328052266617;ЖТ-4813-8819011;Завершено;Завершено;Физическое лицо;23;РОССИЯ;Мужской;Земельные отношения;Предложение;Алматы;2024-12-14 21:07:24;2025-01-04 21:07:24;2025-01-05 21:07:24;Предоставить ответ;Май;Хорошо
468975424803;67263504888237;ЖТ-7677-6195249;В работе;На рассмотрении;Физическое лицо;26;КАЗАХСТАН;Мужской;Здравоохранение;Запрос;Алматинская;2025-06-21 17:20:30;2025-07-09 17:20:30;2025-07-29 17:20:30;Рассмотрено;Июнь;
203203715191;15491046707537;ЖТ-9217-6451770;В работе;Отказано;Физическое лицо;47;УЗБЕКИСТАН;Мужской;Земельные отношения;Заявление;Алматинская;2024-04-11 02:57:14;2024-04-22 02:57:14;2024-05-03 02:57:14;Предоставить ответ;Декабрь;Хорошо
830799725226;88126338312952;ЖТ-0453-4782772;Завершено;Отказано;Юридическое лицо;20;РОССИЯ;Женский;Предпринимательство;Заявление;Жетысуская;2023-09-26 18:28:15;2023-10-19 18:28:15;2023-10-11 18:28:15;Принять благоприятный акт;Октябрь;Хорошо
899678227983;18345760411700;ЖТ-9592-8489873;На рассмотрении;Отказано;Юридическое лицо;77;УЗБЕКИСТАН;Мужской;Здравоохранение;Предложение;Павлодарская;2024-02-15 05:36:27;2024-03-12 05:36:27;2024-02-28 05:36:27;Рассмотрено;Октябрь;Удовлетворительно
647617054599;97171392385169;ЖТ-9335-7024093;В работе;Завершено;Юридическое лицо;29;УЗБЕКИСТАН;Мужской;Социальное обеспечение;Предложение;СКО;2024-03-14 02:42:30;2024-03-23 02:42:30;2024-04-08 02:42:30;Отказ;Июнь;Удовлетворительно
831866223523;37506790289647;ЖТ-9846-4844273;На рассмотрении;На рассмотрении;Юридическое лицо;31;КАЗАХСТАН;Женский;Социальное обеспечение;Заявление;ВКО;2024-08-17 20:21:51;2024-08-27 20:21:51;2024-08-22 20:21:51;Отказ;Декабрь;
448891011065;58810916194786;ЖТ-2391-8867622;Отказано;Отказано;Юридическое лицо;56;КАЗАХСТАН;Мужской;Предпринимательство;Предложение;Кызылординская;2024-08-25 07:21:36;2024-09-13 07:21:36;2024-09-30 07:21:36;Принять благоприятный акт;Февраль;Хорошо
793166614708;17954958198458;ЖТ-1663-3401421;Завершено;В работе;Физическое лицо;61;КАЗАХСТАН;Мужской;Социальное обеспечение;Запрос;Жетысуская;2024-06-04 08:03:38;2024-06-15 08:03:38;2024-06-11 08:03:38;Рассмотрено;Январь;
317710661456;34916580040874;ЖТ-6362-8862335;Завершено;Завершено;Физическое лицо;41;РОССИЯ;Женский;Социальное обеспечение;Запрос;Мангистауская;2024-03-24 01:48:21;2024-04-04 01:48:21;2024-04-24 01:48:21;Рассмотрено;Март;Удовлетворительно
401864528075;61201449076565;ЖТ-5143-4421117;Завершено;Завершено;Юридическое лицо;81;УЗБЕКИСТАН;Женский;Земельные отношения;Заявление;Атырауская;2024-05-25 03:28:37;2024-06-12 03:28:37;2024-06-05 03:28:37;Предоставить ответ;Январь;
735180173221;51237119075035;ЖТ-9574-2188424;В работе;Отказано;Юридическое лицо;25;КАЗАХСТАН;Мужской;Земельные отношения;Жалоба;Павлодарская;2024-02-27 14:34:04;2024-03-14 14:34:04;2024-03-08 14:34:04;Отказ;Январь;
222430907957;61663728805727;ЖТ-1291-1647924;На рассмотрении;Завершено;Юридическое лицо;38;УЗБЕКИСТАН;Мужской;Здравоохранение;Запрос;Актюбинская;2024-03-27 02:50:54;2024-04-15 02:50:54;2024-04-13 02:50:54;Рассмотрено;Июнь;Удовлетворительно
294511653064;93913295643721;ЖТ-8724-7353998;Отказано;Отказано;Юридическое лицо;81;РОССИЯ;Женский;Жилищный вопрос;Предложение;ВКО;2024-10-19 03:49:34;2024-11-15 03:49:34;2024-11-04 03:49:34;Принять благоприятный акт;Июнь;Плохо
939127763081;90211285139223;ЖТ-1530-0751451;В работе;Завершено;Физическое лицо;19;КАЗАХСТАН;Женский;Жилищный вопрос;Запрос;Кызылординская;2025-03-29 23:29:39;2025-04-12 23:29:39;2025-04-20 23:29:39;Рассмотрено;Ноябрь;Хорошо
625179835448;90057689790258;ЖТ-2305-7824531;В работе;В работе;Физическое лицо;84;РОССИЯ;Мужской;Социальное обеспечение;Предложение;Актюбинская;2025-01-26 17:32:49;2025-02-09 17:32:49;2025-02-08 17:32:49;Рассмотрено;Август;Плохо
200945355688;45322413686498;ЖТ-6437-8624301;Завершено;В работе;Юридическое лицо;55;РОССИЯ;Мужской;Социальное обеспечение;Жалоба;Атырауская;2023-07-13 08:46:32;2023-08-02 08:46:32;2023-07-30 08:46:32;Рассмотрено;Август;
557980541905;69919145638863;ЖТ-6961-0696374;В работе;В работе;Физическое лицо;58;РОССИЯ;Женский;Социальное обеспечение;Заявление;Атырауская;2025-04-27 07:04:54;2025-05-06 07:04:54;2025-05-25 07:04:54;Отказ;Ноябрь;Плохо
992841890322;83023308249656;ЖТ-7906-5061471;Завершено;Отказано;Юридическое лицо;76;КАЗАХСТАН;Женский;Предпринимательство;Предложение;Жетысуская;2024-09-10 02:02:13;2024-09-20 02:02:13;2024-09-25 02:02:13;Рассмотрено;Сентябрь;Хорошо
211707755950;54814396104354;ЖТ-0231-6004027;На рассмотрении;Завершено;Юридическое лицо;63;РОССИЯ;Женский;Здравоохранение;Жалоба;Карагандинская;2024-03-06 05:59:16;2024-03-22 05:59:16;2024-03-29 05:59:16;Предоставить ответ;Июнь;Удовлетворительно
993045488365;86156732231439;ЖТ-6832-1208614;Отказано;В работе;Физическое лицо;69;УЗБЕКИСТАН;Женский;Социальное обеспечение;Предложение;Алматинская;2023-10-23 03:43:47;2023-11-06 03:43:47;2023-11-17 03:43:47;Предоставить ответ;Июль;Хорошо
703945842607;29844017455285;ЖТ-5079-6699784;Завершено;Отказано;Физическое лицо;79;РОССИЯ;Женский;Социальное обеспечение;Предложение;Жетысуская;2024-12-21 15:24:30;2025-01-09 15:24:30;2025-01-17 15:24:30;Рассмотрено;Апрель;Плохо
168424993099;19494657990964;ЖТ-4144-2460737;В работе;В работе;Юридическое лицо;42;УЗБЕКИСТАН;Женский;Земельные отношения;Запрос;Шымкент;2023-10-22 07:54:18;2023-11-03 07:54:18;2023-10-28 07:54:18;Принять благоприятный акт;Ноябрь;
174831807993;91459870003281;ЖТ-5285-9947576;Завершено;Отказано;Физическое лицо;33;РОССИЯ;Мужской;Социальное обеспечение;Предложение;Алматинская;2023-10-26 11:00:53;2023-11-10 11:00:53;2023-12-04 11:00:53;Отказ;Октябрь;
870902725058;95683587753526;ЖТ-8293-0557797;На рассмотрении;Завершено;Юридическое лицо;42;УЗБЕКИСТАН;Мужской;Жилищный вопрос;Запрос;Павлодарская;2023-11-27 10:11:50;2023-12-25 10:11:50;2023-12-19 10:11:50;Отказ;Март;
806955132033;39411213699781;ЖТ-6760-7410593;Отказано;В работе;Юридическое лицо;71;УЗБЕКИСТАН;Женский;Земельные отношения;Запрос;Астана;2024-10-18 18:10:54;2024-11-17 18:10:54;2024-11-20 18:10:54;Принять благоприятный акт;Апрель;
841868684356;24549354123863;ЖТ-5043-9035602;В работе;В работе;Юридическое лицо;28;КАЗАХСТАН;Мужской;Предпринимательство;Жалоба;Жетысуская;2024-09-08 16:52:19;2024-10-02 16:52:19;2024-10-11 16:52:19;Предоставить ответ;Март;Плохо
708886770460;67675538162168;ЖТ-9660-9635476;Завершено;Отказано;Юридическое лицо;60;КАЗАХСТАН;Женский;Земельные отношения;Запрос;Жамбылская;2024-07-16 06:40:57;2024-08-03 06:40:57;2024-08-18 06:40:57;Рассмотрено;Декабрь;Хорошо
458570368190;21527027621423;ЖТ-2101-8426226;Завершено;В работе;Физическое лицо;37;УЗБЕКИСТАН;Женский;Земельные отношения;Жалоба;Абайская;2023-07-07 01:39:16;2023-08-06 01:39:16;2023-07-25 01:39:16;Отказ;Февраль;Удовлетворительно
416347535298;24606818170254;ЖТ-8024-5940859;Завершено;В работе;Физическое лицо;18;КАЗАХСТАН;Мужской;Предпринимательство;Запрос;Туркестанская;2024-02-06 14:50:37;2024-03-03 14:50:37;2024-03-17 14:50:37;Предоставить ответ;Сентябрь;Удовлетворительно
543763109116;43833061565290;ЖТ-5243-7795076;В работе;В работе;Физическое лицо;27;РОССИЯ;Женский;Жилищный вопрос;Запрос;Астана;2024-09-29 03:01:24;2024-10-24 03:01:24;2024-11-02 03:01:24;Рассмотрено;Февраль;
499116433922;74563334567570;ЖТ-3748-5251225;На рассмотрении;В работе;Юридическое лицо;84;КАЗАХСТАН;Мужской;Земельные отношения;Запрос;Атырауская;2025-04-27 11:08:50;2025-05-18 11:08:50;2025-05-13 11:08:50;Предоставить ответ;Январь;
708787864354;50878766215623;ЖТ-6790-1752279;В работе;Завершено;Физическое лицо;26;УЗБЕКИСТАН;Мужской;Предпринимательство;Жалоба;Туркестанская;2025-05-09 22:17:32;2025-05-24 22:17:32;2025-05-19 22:17:32;Рассмотрено;Январь;Плохо
292877441622;48528524530923;ЖТ-9652-3967499;На рассмотрении;На рассмотрении;Юридическое лицо;29;РОССИЯ;Мужской;Предпринимательство;Запрос;Мангистауская;2024-12-24 13:11:56;2025-01-07 13:11:56;2025-01-16 13:11:56;Принять благоприятный акт;Октябрь;Удовлетворительно
165035293057;41537171471184;ЖТ-8540-7008415;На рассмотрении;В работе;Юридическое лицо;32;УЗБЕКИСТАН;Женский;Жилищный вопрос;Жалоба;Костанайская;2024-09-16 23:15:56;2024-10-11 23:15:56;2024-09-23 23:15:56;Рассмотрено;Сентябрь;Удовлетворительно
409791278741;68382106791639;ЖТ-9575-3851397;Отказано;На рассмотрении;Юридическое лицо;67;УЗБЕКИСТАН;Мужской;Социальное обеспечение;Запрос;Жетысуская;2024-08-14 05:07:26;2024-09-03 05:07:26;2024-08-19 05:07:26;Принять благоприятный акт;Апрель;
466135902148;96557167513178;ЖТ-4614-2620408;Завершено;Отказано;Физическое лицо;23;РОССИЯ;Женский;Социальное обеспечение;Заявление;Жамбылская;2024-03-24 14:22:34;2024-04-17 14:22:34;2024-04-27 14:22:34;Принять благоприятный акт;Сентябрь;Хорошо
533887998711;44633716923777;ЖТ-3461-1897873;Отказано;На рассмотрении;Юридическое лицо;43;УЗБЕКИСТАН;Мужской;Предпринимательство;Предложение;Абайская;2024-03-09 07:06:32;2024-04-06 07:06:32;2024-03-21 07:06:32;Принять благоприятный акт;Декабрь;Плохо
295512406387;63818734984143;ЖТ-5933-8041917;В работе;На рассмотрении;Юридическое лицо;26;РОССИЯ;Мужской;Социальное обеспечение;Жалоба;ЗКО;2024-05-17 10:34:50;2024-06-12 10:34:50;2024-06-16 10:34:50;Рассмотрено;Ноябрь;Хорошо
988561348287;16791995104891;ЖТ-3330-8544184;Отказано;Отказано;Физическое лицо;77;РОССИЯ;Женский;Земельные отношения;Запрос;Карагандинская;2023-08-25 16:42:25;2023-09-13 16:42:25;2023-09-20 16:42:25;Принять благоприятный акт;Октябрь;
983271584419;70502624559734;ЖТ-0209-3137880;Отказано;Завершено;Юридическое лицо;45;КАЗАХСТАН;Мужской;Земельные отношения;Запрос;Жетысуская;2023-12-24 01:24:46;2024-01-21 01:24:46;2024-01-09 01:24:46;Предоставить ответ;Август;Хорошо
134646702648;43816770113718;ЖТ-6767-7773657;На рассмотрении;На рассмотрении;Физическое лицо;56;КАЗАХСТАН;Женский;Здравоохранение;Запрос;СКО;2024-12-09 16:23:21;2024-12-24 16:23:21;2024-12-15 16:23:21;Принять благоприятный акт;Август;Удовлетворительно
483785738406;56558728804224;ЖТ-9034-8195435;Отказано;На рассмотрении;Физическое лицо;81;УЗБЕКИСТАН;Женский;Предпринимательство;Заявление;Атырауская;2024-03-26 07:44:04;2024-04-12 07:44:04;2024-04-13 07:44:04;Принять благоприятный акт;Январь;Удовлетворительно
223359693365;29662577271034;ЖТ-6939-5533089;Отказано;В работе;Юридическое лицо;82;РОССИЯ;Мужской;Социальное обеспечение;Жалоба;Актюбинская;2025-01-08 03:54:12;2025-01-16 03:54:12;2025-02-16 03:54:12;Предоставить ответ;Август;Хорошо
311034481400;45114326100649;ЖТ-3135-1485507;В работе;На рассмотрении;Юридическое лицо;56;УЗБЕКИСТАН;Мужской;Здравоохранение;Заявление;ВКО;2024-12-09 23:47:31;2024-12-22 23:47:31;2024-12-12 23:47:31;Рассмотрено;Январь;
376495031152;70821106456312;ЖТ-2606-7415144;На рассмотрении;Отказано;Физическое лицо;76;РОССИЯ;Мужской;Предпринимательство;Заявление;Улытауская;2023-07-11 06:24:23;2023-07-19 06:24:23;2023-07-24 06:24:23;Рассмотрено;Июнь;Удовлетворительно
578792268189;25110370058483;ЖТ-6483-4279730;Отказано;На рассмотрении;Физическое лицо;66;КАЗАХСТАН;Женский;Жилищный вопрос;Предложение;Астана;2025-02-08 21:37:21;2025-02-19 21:37:21;2025-02-12 21:37:21;Отказ;Май;
157045212734;89768008586866;ЖТ-5725-2023589;На рассмотрении;На рассмотрении;Физическое лицо;35;КАЗАХСТАН;Мужской;Предпринимательство;Жалоба;Алматинская;2023-10-29 21:08:59;2023-11-18 21:08:59;2023-12-04 21:08:59;Принять благоприятный акт;Декабрь;Плохо
943798281470;32630662244106;ЖТ-5828-4889199;Завершено;На рассмотрении;Физическое лицо;27;УЗБЕКИСТАН;Мужской;Предпринимательство;Запрос;Туркестанская;2023-11-22 05:48:44;2023-12-08 05:48:44;2023-12-20 05:48:44;Предоставить ответ;Март;
493433394173;21621974049852;ЖТ-6599-1945644;Завершено;В работе;Юридическое лицо;51;РОССИЯ;Мужской;Земельные отношения;Жалоба;Абайская;2025-05-21 06:07:51;2025-06-02 06:07:51;2025-06-18 06:07:51;Рассмотрено;Январь;Хорошо
455483513534;43531429785707;ЖТ-9004-1524286;В работе;На рассмотрении;Юридическое лицо;73;УЗБЕКИСТАН;Женский;Земельные отношения;Заявление;Шымкент;2024-05-05 13:26:16;2024-05-25 13:26:16;2024-05-23 13:26:16;Отказ;Октябрь;
462346969887;79480783938062;ЖТ-0189-7795014;Отказано;На рассмотрении;Физическое лицо;20;КАЗАХСТАН;Мужской;Здравоохранение;Предложение;СКО;2024-06-20 13:09:10;2024-07-20 13:09:10;2024-07-12 13:09:10;Принять благоприятный акт;Сентябрь;Хорошо
151277124640;42159656077698;ЖТ-6725-0280041;На рассмотрении;На рассмотрении;Физическое лицо;30;КАЗАХСТАН;Мужской;Здравоохранение;Заявление;Алматинская;2024-03-25 01:29:57;2024-04-22 01:29:57;2024-04-16 01:29:57;Принять благоприятный акт;Январь;Плохо
885550845576;79705752606413;ЖТ-3460-3161340;Отказано;Завершено;Юридическое лицо;30;РОССИЯ;Женский;Здравоохранение;Жалоба;Мангистауская;2024-05-26 15:31:27;2024-06-19 15:31:27;2024-06-01 15:31:27;Предоставить ответ;Январь;Плохо
781127719970;64228634189536;ЖТ-4575-2754283;Завершено;Отказано;Физическое лицо;32;УЗБЕКИСТАН;Женский;Социальное обеспечение;Предложение;ЗКО;2024-12-20 21:46:39;2025-01-07 21:46:39;2025-01-13 21:46:39;Отказ;Ноябрь;Плохо
717445704124;66241542082470;ЖТ-7851-5066881;В работе;На рассмотрении;Юридическое лицо;53;КАЗАХСТАН;Женский;Предпринимательство;Жалоба;Костанайская;2025-03-20 12:29:20;2025-04-07 12:29:20;2025-03-23 12:29:20;Отказ;Май;
614291047429;61339140388208;ЖТ-6616-6894093;На рассмотрении;На рассмотрении;Юридическое лицо;18;УЗБЕКИСТАН;Женский;Земельные отношения;Заявление;ЗКО;2024-03-04 10:40:58;2024-03-24 10:40:58;2024-03-26 10:40:58;Рассмотрено;Октябрь;Плохо
365198205614;45306297661814;ЖТ-6059-5516113;На рассмотрении;На рассмотрении;Юридическое лицо;41;УЗБЕКИСТАН;Женский;Предпринимательство;Запрос;ВКО;2024-04-26 19:23:21;2024-05-17 19:23:21;2024-05-20 19:23:21;Принять благоприятный акт;Март;
